STRUCTURE,STRUCTURE_ID,ACTION,LEI,LEGAL_NAME,COUNTRY_INCORPORATION,COUNTRY_HEADQUARTERS,CATEGORY,SUBCATEGORY,LEGAL_FORM,POSTAL_CODE
datastructure,MD:LEI_DATA(1.0),I,1595UL3HJAKX81B4P251,TTF Holding ApS,DK,DK,GENERAL,,H8VP,2970
datastructure,MD:LEI_DATA(1.0),I,1595ULFN27E83XVTF016,Check & company AB,SE,SE,GENERAL,,XJHM,437 91
datastructure,MD:LEI_DATA(1.0),I,1595ULR2BERQPC31MI71,KBU Finans ApS,DK,DK,GENERAL,,H8VP,8722
datastructure,MD:LEI_DATA(1.0),I,1595ULUF24BBG8QD7X30,MYRKDALEN HOTELL EIGEDOM AS,NO,NO,GENERAL,,YI42,5713
datastructure,MD:LEI_DATA(1.0),I,1595UM4MMEIYG96KDK20,O. JESSEN HOLDING ApS,DK,DK,GENERAL,,H8VP,6040
datastructure,MD:LEI_DATA(1.0),I,1595UMKB4I3EVF8MM758,Scamper Holding SSAS,GB,GB,GENERAL,,8888,LE16 7RB
datastructure,MD:LEI_DATA(1.0),I,1595UMQN026NHK1NEC31,Hamburger Fußball-Verband e.V.,DE,DE,GENERAL,,QZ3L,22045
datastructure,MD:LEI_DATA(1.0),I,1595UMTYHCAX27EFWV92,B. Ahlmann ApS,DK,DK,GENERAL,,H8VP,6933
datastructure,MD:LEI_DATA(1.0),I,1595UN23WTYT6JPLUD42,NES SERVICE AS,NO,NO,GENERAL,,YI42,4580
datastructure,MD:LEI_DATA(1.0),I,1595UNFELS6MCW52EX58,SPJELKAVIK SOKN,NO,NO,GENERAL,,8888,6018
datastructure,MD:LEI_DATA(1.0),I,1595UNIY4E60U1AIQQ42,ONU INVEST AS,NO,NO,GENERAL,,YI42,6270
datastructure,MD:LEI_DATA(1.0),I,1595UNMOA2SIQE2P6L98,P2 CAPITAL LIMITED,GB,GB,GENERAL,,H0PO,UB10 0NX
datastructure,MD:LEI_DATA(1.0),I,1595UOLX3V2815HJ8M34,RB 215 HOLDING AS,NO,NO,GENERAL,,YI42,0957
datastructure,MD:LEI_DATA(1.0),I,1595UP60CWN4LLSLAY50,JVC HOLDING ApS,DK,DK,GENERAL,,H8VP,2830
datastructure,MD:LEI_DATA(1.0),I,1595UP8PI54NS24M8276,Tinghøj Smede A/S,DK,DK,GENERAL,,ZRPO,6800
datastructure,MD:LEI_DATA(1.0),I,1595UPADHNSADGD3XN35,JaLaM45 Holding ApS,DK,DK,GENERAL,,H8VP,8722
datastructure,MD:LEI_DATA(1.0),I,1595UPK9AI1U31T4J165,Odense Kajakklub,DK,DK,GENERAL,,D4PU,5000
datastructure,MD:LEI_DATA(1.0),I,1595UPKC2OF8T4HQVL48,True North Efterskole Snaptun,DK,DK,GENERAL,,8888,7130
datastructure,MD:LEI_DATA(1.0),I,1595UPNTYFTJC68BG838,LO:LE LANDSKAP AS,NO,NO,GENERAL,,YI42,9015
datastructure,MD:LEI_DATA(1.0),I,1595UPX3F62JGW56N726,MIMERSGADE A/S,DK,DK,GENERAL,,ZRPO,7100
datastructure,MD:LEI_DATA(1.0),I,1595UQGG1G23PKCCK122,BSA 157 HOLDING AS,NO,NO,GENERAL,,YI42,1359
datastructure,MD:LEI_DATA(1.0),I,1595UQPV1NY9FXV61687,"BV HOLDING, STRUER ApS",DK,DK,GENERAL,,H8VP,7600
datastructure,MD:LEI_DATA(1.0),I,1595UR0623SIO71Y6L59,JK 261 HOLDING AS,NO,NO,GENERAL,,YI42,5009
datastructure,MD:LEI_DATA(1.0),I,1595UR2J427WX6X8PY86,KS Sound AB,SE,SE,GENERAL,,XJHM,167 33
datastructure,MD:LEI_DATA(1.0),I,1595UR87P17B2YIQ5V27,LINDBERG HOLDING ApS,DK,DK,GENERAL,,H8VP,7100
datastructure,MD:LEI_DATA(1.0),I,1595USM660EVY09X3W94,Song & Familj AB,SE,SE,GENERAL,,XJHM,265 75
datastructure,MD:LEI_DATA(1.0),I,1595USSR7A8KDTGO3B13,LPOL Advokatholding ApS,DK,DK,GENERAL,,H8VP,6070
datastructure,MD:LEI_DATA(1.0),I,1595UT0E4NNCEEM2CU63,MQH 308 HOLDING AS,NO,NO,GENERAL,,YI42,2315
datastructure,MD:LEI_DATA(1.0),I,1595UTIURM8E6L6NXS76,MICHAEL RAUF TRADING ApS,DK,DK,GENERAL,,H8VP,3500
datastructure,MD:LEI_DATA(1.0),I,1595UTL1H0V5F8DHOK97,ZEUS INVEST ApS,DK,DK,GENERAL,,H8VP,2860
datastructure,MD:LEI_DATA(1.0),I,1595UTOHXCH4AI2U6J46,Logen Zenith,DK,DK,GENERAL,,D4PU,8520
datastructure,MD:LEI_DATA(1.0),I,1595UTQBKK32DIQRBN41,ANNE MARGRETHE ØSTERGAARD,DK,DK,SOLE_PROPRIETOR,,FUKI,6640
datastructure,MD:LEI_DATA(1.0),I,1595UTV91QB42HR9LL72,Lightstone Investments ApS,DK,DK,GENERAL,,H8VP,2920
datastructure,MD:LEI_DATA(1.0),I,1595UU5YMU4S61M2UO26,Kommstart 3854 AB,SE,SE,GENERAL,,XJHM,851 23
datastructure,MD:LEI_DATA(1.0),I,1595UUGPYNA8D5PXW721,OMB 138 HOLDING AS,NO,NO,GENERAL,,YI42,2316
datastructure,MD:LEI_DATA(1.0),I,1595UUKW5KKL3TQIDR55,ATS NORDIC ApS,DK,DK,GENERAL,,H8VP,2670
datastructure,MD:LEI_DATA(1.0),I,1595UUTT10DB4E1FRD69,CLE INVEST AS,NO,NO,GENERAL,,YI42,0370
datastructure,MD:LEI_DATA(1.0),I,1595UUWJ9Q04QH4BIW25,Fam. Lundgaard Holding ApS,DK,DK,GENERAL,,H8VP,5500
datastructure,MD:LEI_DATA(1.0),I,1595UV96DRV6XVUUN559,DANFILTER ApS,DK,DK,GENERAL,,H8VP,3520
datastructure,MD:LEI_DATA(1.0),I,1595UVRHDCLJDV3IQC15,PW vermögensverwaltende GmbH,DE,DE,GENERAL,,2HBR,22305
datastructure,MD:LEI_DATA(1.0),I,1595UWHLNIVTBL9OSE47,AXT Holding ApS,DK,DK,GENERAL,,H8VP,2500
datastructure,MD:LEI_DATA(1.0),I,1595UWKA1HWDKL94EL16,RPB HOLDING AS,NO,NO,GENERAL,,YI42,7030
datastructure,MD:LEI_DATA(1.0),I,1595UX0K7YRLU0A6QE80,BREIM EIGEDOM AS,NO,NO,GENERAL,,YI42,6826
datastructure,MD:LEI_DATA(1.0),I,1595UXFBDNXW7S0JIN52,GREENCON SERVICEPARTNER ApS,DK,DK,GENERAL,,H8VP,4621
datastructure,MD:LEI_DATA(1.0),I,1595UXFDWUEYGHC1YA17,ARNE POULSEN HOLDING A/S,DK,DK,GENERAL,,ZRPO,7400
datastructure,MD:LEI_DATA(1.0),I,1595UXHW80UI5B6J2335,HOLDING IN THERE AS,NO,NO,GENERAL,,YI42,6013
datastructure,MD:LEI_DATA(1.0),I,1595UXK7FM69XX9RM643,Fremad Bagud Holding ApS,DK,DK,GENERAL,,H8VP,4000
datastructure,MD:LEI_DATA(1.0),I,1595UXPNDG8KP4WEN679,"3H HOLDING, FREDERICIA ApS",DK,DK,GENERAL,,H8VP,7000
datastructure,MD:LEI_DATA(1.0),I,1595UXSV249I3DRQ1I82,Lope ApS,DK,DK,GENERAL,,H8VP,3460
datastructure,MD:LEI_DATA(1.0),I,1595UXW36KQVWGSOGD88,HOFFINVEST HOLDING AS,NO,NO,GENERAL,,YI42,7052
datastructure,MD:LEI_DATA(1.0),I,1595UY6H4KPO8KCF7D87,Wine and Watches ApS,DK,DK,GENERAL,,H8VP,1124
datastructure,MD:LEI_DATA(1.0),I,1595UYHS0GV12LGDMO42,T3 ApS,DK,DK,GENERAL,,H8VP,8800
datastructure,MD:LEI_DATA(1.0),I,1595UYO5MUFUY3WQSY98,Glambjerg Invest ApS,DK,DK,GENERAL,,H8VP,7100
datastructure,MD:LEI_DATA(1.0),I,1595V0FPRWI1JCR30N66,AALBORG OG OMEGNS VOGNMANDSFORENING,DK,DK,GENERAL,,40R4,9230
datastructure,MD:LEI_DATA(1.0),I,1595V14XDYCNGLFBL689,Lars Olsson Holding i Karlstad AB,SE,SE,GENERAL,,XJHM,132 49
datastructure,MD:LEI_DATA(1.0),I,1595V18NNM5O3J5ATK72,9NA HOLDING AS,NO,NO,GENERAL,,YI42,2000
datastructure,MD:LEI_DATA(1.0),I,1595V1A6DAODU9MHQI86,Codeknot AB,SE,SE,GENERAL,,XJHM,245 38
datastructure,MD:LEI_DATA(1.0),I,1595V1FKR4E9HOQLUR38,HAASE HOLDING ApS,DK,DK,GENERAL,,H8VP,8541
datastructure,MD:LEI_DATA(1.0),I,1595V229019VHWEMVO19,PMC HOLDING SKIVE ApS,DK,DK,GENERAL,,H8VP,7800
datastructure,MD:LEI_DATA(1.0),I,1595V2C0VTPDW3J8C079,Lene Springborg Holding af 2019 ApS,DK,DK,GENERAL,,H8VP,5500
datastructure,MD:LEI_DATA(1.0),I,1595V33IHPV8AU6C5M85,EE Barbassee ApS & Co. KG,DE,DE,GENERAL,,8Z6G,25813
datastructure,MD:LEI_DATA(1.0),I,1595V38KGT6ND15CK583,TOFTES GATE 41 AS,NO,NO,GENERAL,,YI42,0495
datastructure,MD:LEI_DATA(1.0),I,1595V3C5CR96DDQO0Y94,E.E. Transport AB,SE,SE,GENERAL,,XJHM,417 46
datastructure,MD:LEI_DATA(1.0),I,1595V3EGP5HYU3XDXW58,GANTT CONSULTING AS,NO,NO,GENERAL,,YI42,1349
datastructure,MD:LEI_DATA(1.0),I,1595V3FJE108PM1QB742,CONTROL NOW LTD,GB,GB,GENERAL,,H0PO,WC2H 9JQ
datastructure,MD:LEI_DATA(1.0),I,1595V3IWJ2FOQRAI2820,SWIFT WOLF LIMITED,GB,GB,GENERAL,,H0PO,W1W 6DW
datastructure,MD:LEI_DATA(1.0),I,1595V46QPJ5AU3W98W62,PE 203 HOLDING AS,NO,NO,GENERAL,,YI42,8013
datastructure,MD:LEI_DATA(1.0),I,1595V49FWEFU7SJQSA26,Johanna Hildegard Werner MMXXII Familienstiftung,DE,DE,GENERAL,,V2YH,38448
datastructure,MD:LEI_DATA(1.0),I,1595V4GISPO1BJ7UR440,LEMKOTIR AS,NO,NO,GENERAL,,YI42,0661
datastructure,MD:LEI_DATA(1.0),I,1595V4IYMAV7BEVIQ919,MRV ApS,DK,DK,GENERAL,,H8VP,8541
datastructure,MD:LEI_DATA(1.0),I,1595V4PMI94781AAU625,WRIGHT FAMILY HOLDING AS,NO,NO,GENERAL,,YI42,3142
datastructure,MD:LEI_DATA(1.0),I,1595V4WOQQU0RSWLCN72,D. TRABJERG HOLDING ApS,DK,DK,GENERAL,,H8VP,7400
datastructure,MD:LEI_DATA(1.0),I,1595V58K96A1PY809U53,Jase ApS,DK,DK,GENERAL,,H8VP,8310
datastructure,MD:LEI_DATA(1.0),I,1595V5JDP3M0VG5W3432,Oxsand Invest AB,SE,SE,GENERAL,,XJHM,852 40
datastructure,MD:LEI_DATA(1.0),I,1595V5QEM7JLIAMRTA71,ÅSGÅRDMARKA EIENDOM AS,NO,NO,GENERAL,,YI42,9008
datastructure,MD:LEI_DATA(1.0),I,1595V5RSFXE206C87Y17,Valmista GmbH,DE,DE,GENERAL,,2HBR,08451
datastructure,MD:LEI_DATA(1.0),I,1595V5T6PORESIVR5635,Kairos GmbH,DE,DE,GENERAL,,2HBR,63065
datastructure,MD:LEI_DATA(1.0),I,1595V5WJLE7JT569MB75,TS-Kvist Holding ApS,DK,DK,GENERAL,,H8VP,7120
datastructure,MD:LEI_DATA(1.0),I,1595V5XLS4HLAPFX8P16,PAPPASK INVEST AS,NO,NO,GENERAL,,YI42,5535
datastructure,MD:LEI_DATA(1.0),I,1595V6EO3E1OMQPBGY85,Eduardt Spiegel Kjeldmanns legat,DK,DK,GENERAL,,599X,8305
datastructure,MD:LEI_DATA(1.0),I,1595V6H4GO4VJJPWBI31,CHANGEBLOCK GROUP HOLDINGS LIMITED,GB,GB,GENERAL,,H0PO,W6 9PL
datastructure,MD:LEI_DATA(1.0),I,1595V6IYJ1WXG7C7TX23,NORDLY EIENDOM AS,NO,NO,GENERAL,,YI42,8370
datastructure,MD:LEI_DATA(1.0),I,1595V6NY4N6LH5P2IT19,KILOPOND Holding AB,SE,SE,GENERAL,,XJHM,114 31
datastructure,MD:LEI_DATA(1.0),I,1595V7ID7FHSH84QFK78,Peter Klit ApS,DK,DK,GENERAL,,H8VP,2000
datastructure,MD:LEI_DATA(1.0),I,1595V7JFEUYIH0W57O15,CLINSJ AS,NO,NO,GENERAL,,YI42,0349
datastructure,MD:LEI_DATA(1.0),I,1595V7W23DU44LRUXW69,ADYRHAUG HOLDING AS,NO,NO,GENERAL,,YI42,0671
datastructure,MD:LEI_DATA(1.0),I,1595V8ITEY6BK0IFEN91,OCKENS ApS,DK,DK,GENERAL,,H8VP,6330
datastructure,MD:LEI_DATA(1.0),I,1595V8T9IL4EW0UAJ694,DANCING TIMES LIMITED(THE),GB,GB,GENERAL,,H0PO,EC1M 4JN
datastructure,MD:LEI_DATA(1.0),I,1595VA1EA29RVDK5KV16,Brannvoll ApS,DK,DK,GENERAL,,H8VP,4900
datastructure,MD:LEI_DATA(1.0),I,1595VAD4O67NJTCWCY32,AMG 2018 Holding ApS,DK,DK,GENERAL,,H8VP,2720
datastructure,MD:LEI_DATA(1.0),I,1595VAFAO3O9J4VBC773,THANG 000 HOLDING AS,NO,NO,GENERAL,,YI42,1364
datastructure,MD:LEI_DATA(1.0),I,1595VB06PKUHA83QT833,Foreningen Informations Venner,DK,DK,GENERAL,,D4PU,3550
datastructure,MD:LEI_DATA(1.0),I,1595VB3436M0482V8R19,TIND ASSET MANAGEMENT AS,NO,NO,GENERAL,,YI42,0160
datastructure,MD:LEI_DATA(1.0),I,1595VBBD8ML2N4NIBM17,ALLAN JACOBSEN ApS,DK,DK,GENERAL,,H8VP,2970
datastructure,MD:LEI_DATA(1.0),I,1595VBKUSGV3E7LL8591,Progrece 15 Holding ApS,DK,DK,GENERAL,,H8VP,6000
datastructure,MD:LEI_DATA(1.0),I,1595VBQE7HC712C2WU43,Taylor Invest & Consult ApS,DK,DK,GENERAL,,H8VP,2970
datastructure,MD:LEI_DATA(1.0),I,1595VBRR2P4G24FONT19,NIFRA INVEST AS,NO,NO,GENERAL,,YI42,6090
datastructure,MD:LEI_DATA(1.0),I,1595VBT2FXYRUJNQ1N18,LARSEN TRANSPORT AS,NO,NO,GENERAL,,YI42,6016
datastructure,MD:LEI_DATA(1.0),I,1595VCI0533ASBBO7K88,Amploid AB,SE,SE,GENERAL,,XJHM,702 21
datastructure,MD:LEI_DATA(1.0),I,1595VCL6SNODTM912X28,ERS 368 HOLDING AS,NO,NO,GENERAL,,YI42,1354
datastructure,MD:LEI_DATA(1.0),I,1595VCM5KC5XXITAJY92,HENRIK JØKER EG ApS,DK,DK,GENERAL,,H8VP,6862
datastructure,MD:LEI_DATA(1.0),I,1595VD9TQ1E1H2999X73,EJENDOMSGRUPPEN IMPGAARD NIELSEN A/S,DK,DK,GENERAL,,ZRPO,7100
datastructure,MD:LEI_DATA(1.0),I,1595VDG5W4T4V1A9IQ71,FC73 FBG AB,SE,SE,GENERAL,,XJHM,311 38
datastructure,MD:LEI_DATA(1.0),I,1595VDKC8KRP0WVGM956,AB-Shares GmbH,DE,DE,GENERAL,,2HBR,80335
datastructure,MD:LEI_DATA(1.0),I,1595VDNV1MOABXJXXQ56,IRKE Invest AB,SE,SE,GENERAL,,XJHM,174 41
datastructure,MD:LEI_DATA(1.0),I,1595VE0AKBNWMDPQW782,jobia GmbH,DE,DE,GENERAL,,2HBR,82211
datastructure,MD:LEI_DATA(1.0),I,1595VF0MQ3XCE3LAXE42,Villman & Co AB,SE,SE,GENERAL,,XJHM,181 36
datastructure,MD:LEI_DATA(1.0),I,1595VF46PFXXJUBKXY88,HEDEMA GRUPPEN ApS,DK,DK,GENERAL,,H8VP,8700
datastructure,MD:LEI_DATA(1.0),I,1595VF4IRCY896TF3C52,ANDERS EG HOLDING ApS,DK,DK,GENERAL,,H8VP,5464
datastructure,MD:LEI_DATA(1.0),I,1595VFDMFDP0X1W9VO54,Peilersen Holding ApS,DK,DK,GENERAL,,H8VP,3550
datastructure,MD:LEI_DATA(1.0),I,1595VFGGE3NEYHR3Y451,Elisabeth Heinrich-Stiftung,DE,DE,GENERAL,,V2YH,45131
datastructure,MD:LEI_DATA(1.0),I,1595VFPUOTM9958RTU96,Phlymo Consult ApS,DK,DK,GENERAL,,H8VP,2800
datastructure,MD:LEI_DATA(1.0),I,1595VFRPJ6010IL8L735,JENS RAUHE POULSEN HOLDING ApS,DK,DK,GENERAL,,H8VP,8700
datastructure,MD:LEI_DATA(1.0),I,1595VG9N9BJG6M088E55,DAF PROPERTY LIMITED,GB,GB,GENERAL,,H0PO,BN2 6DR
datastructure,MD:LEI_DATA(1.0),I,1595VGEK7GEXODMPUI80,Brandtboda Förvaltning AB,SE,SE,GENERAL,,XJHM,635 31
datastructure,MD:LEI_DATA(1.0),I,1595VGSO497OU1TPDC97,UNIVERSAL SIMULATION LTD,GB,GB,GENERAL,,H0PO,PO1 2QF
datastructure,MD:LEI_DATA(1.0),I,1595VHSGGNSJT1O8LI45,Richter Musikowski Architekten PartG mbB,DE,DE,GENERAL,,2YZO,10969
datastructure,MD:LEI_DATA(1.0),I,1595VIEDUIRF1QM21J91,HG EIGEDOM AS,NO,NO,GENERAL,,YI42,6812
datastructure,MD:LEI_DATA(1.0),I,1595VIJOTGVE6YTEEB96,Newo Affärsutveckling AB,SE,SE,GENERAL,,XJHM,582 28
datastructure,MD:LEI_DATA(1.0),I,1595VIMIIN3F9KITHT48,Unimenco Holding ApS,DK,DK,GENERAL,,H8VP,3400
datastructure,MD:LEI_DATA(1.0),I,1595VIOQYEBMHIYQVC37,Fast Invest ApS,DK,DK,GENERAL,,H8VP,1828
datastructure,MD:LEI_DATA(1.0),I,1595VIV28GWPF9B3R111,JOHAN HAUGAARD HØYER,DK,DK,SOLE_PROPRIETOR,,FUKI,8800
datastructure,MD:LEI_DATA(1.0),I,1595VJ0LCTCL2RRG7864,Jan's Malerfirma v/Jan Benny Søndergaard Jensen,DK,DK,SOLE_PROPRIETOR,,FUKI,4400
datastructure,MD:LEI_DATA(1.0),I,1595VJDWUS8J8DVF3C73,HOLCK HOLDING ApS,DK,DK,GENERAL,,H8VP,8660
datastructure,MD:LEI_DATA(1.0),I,1595VK3DO2DT11VJHM55,Golding Group Holding GmbH,DE,DE,GENERAL,,2HBR,07926
datastructure,MD:LEI_DATA(1.0),I,1595VK41L0HDJ342V725,FJELD KAPITAL AS,NO,NO,GENERAL,,YI42,3515
datastructure,MD:LEI_DATA(1.0),I,1595VK6TL0LJG0I15722,Staal & Johs ApS,DK,DK,GENERAL,,H8VP,5260
datastructure,MD:LEI_DATA(1.0),I,1595VK8YB5VVQ6QA3480,L K B GISTRUP,DK,DK,GENERAL,,40R4,9260
datastructure,MD:LEI_DATA(1.0),I,1595VKPI5O2DSGBOD119,Ejerlejlighedsforeningen Koldkær,DK,DK,GENERAL,,D4PU,9000
datastructure,MD:LEI_DATA(1.0),I,1595VL46LRQA1DBB6R54,SATOSHI AS,NO,NO,GENERAL,,YI42,1366
datastructure,MD:LEI_DATA(1.0),I,1595VL9OPPQ5THEK2X30,OpenSanctions Datenbanken GmbH,DE,DE,GENERAL,,2HBR,13189
datastructure,MD:LEI_DATA(1.0),I,1595VLALMVGYUUMUPV32,TRVES 551 HOLDING AS,NO,NO,GENERAL,,YI42,9017
datastructure,MD:LEI_DATA(1.0),I,1595VLS9H4A1IYP5LM92,Bangshof Engmose ApS,DK,DK,GENERAL,,H8VP,3450
datastructure,MD:LEI_DATA(1.0),I,1595VNE6N1O6PD9RK082,JCRA Invest AB,SE,SE,GENERAL,,XJHM,302 41
datastructure,MD:LEI_DATA(1.0),I,1595VO51JFTGGRPGCT59,wedran AB,SE,SE,GENERAL,,XJHM,103 91
datastructure,MD:LEI_DATA(1.0),I,1595VOJQ4ABK4IQKF779,Olssons Ljus & Bild AB,SE,SE,GENERAL,,XJHM,117 36
datastructure,MD:LEI_DATA(1.0),I,1595VOUL2URIBB8AI940,NEFO MIS 2024 3 ApS,DK,DK,GENERAL,,H8VP,2900
datastructure,MD:LEI_DATA(1.0),I,1595VOX04DLD2P477B48,Nürk GmbH & Co. KG,DE,DE,GENERAL,,8Z6G,73730
datastructure,MD:LEI_DATA(1.0),I,1595VP41WTS7RXK1UE58,GNK Holding ApS,DK,DK,GENERAL,,H8VP,7323
datastructure,MD:LEI_DATA(1.0),I,1595VPSRJWOCP7FLJX17,Taflin & Andersson AB,SE,SE,GENERAL,,XJHM,312 97
datastructure,MD:LEI_DATA(1.0),I,1595VPWY3KVE01CYAU14,FAR T5 Holding ApS,DK,DK,GENERAL,,H8VP,2450
datastructure,MD:LEI_DATA(1.0),I,1595VPYKQ2IANI6TVJ15,NORDIC LIFESTYLE AS,NO,NO,GENERAL,,YI42,2069
datastructure,MD:LEI_DATA(1.0),I,1595VQOAWHOOB8W2YF72,FLUOR-LUX AS,NO,NO,GENERAL,,YI42,6783
datastructure,MD:LEI_DATA(1.0),I,1595VR3JGRILKD7XBV68,TEAM ERVIK AS,NO,NO,GENERAL,,YI42,4055
datastructure,MD:LEI_DATA(1.0),I,1595VR7SY3WGLOY7VV80,"NHL HOLDING, BJERRING ApS",DK,DK,GENERAL,,H8VP,8850
datastructure,MD:LEI_DATA(1.0),I,1595VRD3M2RKBBN8LM32,Casa BP ApS,DK,DK,GENERAL,,H8VP,9600
datastructure,MD:LEI_DATA(1.0),I,1595VRM2UCVIXVQR8878,Wiegand Consulting ApS,DK,DK,GENERAL,,H8VP,2950
datastructure,MD:LEI_DATA(1.0),I,1595VROFKMKPV9VUQ613,SIVILARKITEKT S. BOTHNER OG PLANHUSET AS,NO,NO,GENERAL,,YI42,3770
datastructure,MD:LEI_DATA(1.0),I,1595VRY44W49JRKS8A66,Nybolig Odder v/Bo Bjerre Rasmussen og Jan Lunding Pedersen,DK,DK,GENERAL,,7WRN,8300
datastructure,MD:LEI_DATA(1.0),I,1595VS2FY610RNGWOF28,EssKultur Events GmbH,DE,DE,GENERAL,,2HBR,79843
datastructure,MD:LEI_DATA(1.0),I,1595VT5AR05PXVCG4A18,ARUNDEL ANALYTICS LIMITED,GB,GB,GENERAL,,H0PO,W11 2LA
datastructure,MD:LEI_DATA(1.0),I,1595VT9HI3KK2XSY4D95,Achim Feick GmbH,DE,DE,GENERAL,,2HBR,64395
datastructure,MD:LEI_DATA(1.0),I,1595VTCY7CY1TC9GM887,Alpha Vermögensverwaltungs GmbH,DE,DE,GENERAL,,2HBR,22926
datastructure,MD:LEI_DATA(1.0),I,1595VTQTTNG9I05XMG26,Retega 2016 A/S,DK,DK,GENERAL,,ZRPO,7130
datastructure,MD:LEI_DATA(1.0),I,1595VTTLQVHJ7HQW6K84,AWIP HOLDING AS,NO,NO,GENERAL,,YI42,8372
datastructure,MD:LEI_DATA(1.0),I,1595VTU8WKU1591ATF43,Drews Holding Aalborg ApS,DK,DK,GENERAL,,H8VP,9000
datastructure,MD:LEI_DATA(1.0),I,1595VU38D5WVPHWC9J55,Aktiebolaget bogaard möbel design,SE,SE,GENERAL,,XJHM,141 38
datastructure,MD:LEI_DATA(1.0),I,1595VU38YRBOLS9LXV94,OLE KRAGH HOLDING ApS,DK,DK,GENERAL,,H8VP,9800
datastructure,MD:LEI_DATA(1.0),I,1595VU4GBEU8VW35LL36,Mecoding AB,SE,SE,GENERAL,,XJHM,163 47
datastructure,MD:LEI_DATA(1.0),I,1595VUB9PASONNYKNT56,H.S.B.T. HOLDING ApS,DK,DK,GENERAL,,H8VP,5700
datastructure,MD:LEI_DATA(1.0),I,1595VUL7WCOEV792M754,Morby Utveckling AB,SE,SE,GENERAL,,XJHM,741 45
datastructure,MD:LEI_DATA(1.0),I,1595VWDLI4NE8CQXHR55,BALTESKARD AS,NO,NO,GENERAL,,YI42,9446
datastructure,MD:LEI_DATA(1.0),I,1595VWKND3O3K4GQ4I82,I/S ØSTERPORT,DK,DK,GENERAL,,7WRN,7430
datastructure,MD:LEI_DATA(1.0),I,1595VX207RDFH9EHEJ83,Nicolas Vogt Stiftung,DE,DE,GENERAL,,V2YH,64293
datastructure,MD:LEI_DATA(1.0),I,1595VXAUNQVTQQVVGE78,B. Toft Holding ApS,DK,DK,GENERAL,,H8VP,6000
datastructure,MD:LEI_DATA(1.0),I,1595VXE79LOPF4ENY344,Augnum GmbH,DE,DE,GENERAL,,2HBR,72525
datastructure,MD:LEI_DATA(1.0),I,1595VXJKWEIYTH4FHR92,HJERTHEIM AS,NO,NO,GENERAL,,YI42,0775
datastructure,MD:LEI_DATA(1.0),I,1595VXMI2U3PL6O6Y953,WEBCANDY LTD,GB,GB,GENERAL,,H0PO,RG6 1LT
datastructure,MD:LEI_DATA(1.0),I,1595VXVJ7L3RUUN2AD81,Förderverein St. Martin Blomberg e. V.,DE,DE,GENERAL,,QZ3L,32825
datastructure,MD:LEI_DATA(1.0),I,1595VY1HRKDL7ELIHH87,BRYNSENGVEIEN 10 HOLDING AS,NO,NO,GENERAL,,YI42,0250
datastructure,MD:LEI_DATA(1.0),I,1595VY6AO1AVJ52IEV83,BUVIKTIND AS,NO,NO,GENERAL,,YI42,1337
datastructure,MD:LEI_DATA(1.0),I,1595VYGIHY158MYLSH34,Sanet Telecom AB,SE,SE,GENERAL,,XJHM,169 79
datastructure,MD:LEI_DATA(1.0),I,1595VYGWSB6CNDILW077,Monlada Holding ApS,DK,DK,GENERAL,,H8VP,5300
datastructure,MD:LEI_DATA(1.0),I,1595W0GP5IXHBYK8XL26,ALKIMIS HOLDING ApS,DK,DK,GENERAL,,H8VP,3000
datastructure,MD:LEI_DATA(1.0),I,1595W0QUL2NQ5XHIKB48,Grace CPH 2022 ApS,DK,DK,GENERAL,,H8VP,2300
datastructure,MD:LEI_DATA(1.0),I,1595W0VNEU6NB6XU6Q92,HENKO AS,NO,NO,GENERAL,,YI42,0854
datastructure,MD:LEI_DATA(1.0),I,1595W164XV0DLRN1UA58,GE INVEST HOLDING AS,NO,NO,GENERAL,,YI42,5113
datastructure,MD:LEI_DATA(1.0),I,1595W1KXQO0P7IG00H88,EE PV Holding ApS,DK,DK,GENERAL,,H8VP,2860
datastructure,MD:LEI_DATA(1.0),I,1595W21PR3EOJKE27975,Triten Group AB,SE,SE,GENERAL,,XJHM,164 55
datastructure,MD:LEI_DATA(1.0),I,1595W2C9SMV5QO3FD284,F.C. MØLBALLE HOLDING ApS,DK,DK,GENERAL,,H8VP,8471
datastructure,MD:LEI_DATA(1.0),I,1595W2J15P9DSIAJK283,Bjarke Busk Holding ApS,DK,DK,GENERAL,,H8VP,8800
datastructure,MD:LEI_DATA(1.0),I,1595W2MUIQCVNLBCDM20,Eigil Schjønning Holding Aps,DK,DK,GENERAL,,H8VP,2990
datastructure,MD:LEI_DATA(1.0),I,1595W2SXB617B9AIMT33,Holding Mariendal ApS,DK,DK,GENERAL,,H8VP,5690
datastructure,MD:LEI_DATA(1.0),I,1595W2U2TP3MY5YB7566,StartupBoost A/S,DK,DK,GENERAL,,ZRPO,6000
datastructure,MD:LEI_DATA(1.0),I,1595W30U4QAYFW1XAK85,MCarlsen Holding ApS,DK,DK,GENERAL,,H8VP,9210
datastructure,MD:LEI_DATA(1.0),I,1595W3MRV5885LEYFP69,Consil Holding ApS,DK,DK,GENERAL,,H8VP,3500
datastructure,MD:LEI_DATA(1.0),I,1595W41JW9DBH78RCE32,PALLES HOLDINGSELSKAB ApS,DK,DK,GENERAL,,H8VP,6000
